truck_id,order_id,node_id,node_type,event_type,truck_status,timestamp,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status,weather_condition_severity,port_congestion_level,shipping_costs,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,cargo_condition_status,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,disruption_likelihood_score,delay_probability,risk_classification,delivery_time_deviation
T9,,N5,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-03 01:40:11,50.449855,28.027718,18.5,-1.32,2.69,537.61,3.35,1,1.0,0.0,2.61,811.72,1.0,5.73,10000.0,-10.0,1,1.57,1.01,0.1375,1.0,0.1466,0.3365,Low Risk,3.62
T3,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-03 01:50:27,49.232675,20.570204,8.38,-0.73,1.95,388.87,4.89,1,0.6486,0.3805,10.0,107.5,0.2657,4.2,2938.24,-10.0,1,4.29,2.27,0.7344,1.0,0.3799,0.2492,Low Risk,2.39
T3,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 01:50:27,49.232675,20.570204,13.09,-0.62,2.05,390.38,3.19,0,0.8652,0.362,8.53,467.06,0.6354,4.73,9599.41,-10.0,1,3.07,1.41,0.3776,1.0,0.3551,0.3603,Low Risk,2.6
T12,,N6,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-03 01:58:32,50.616164,25.571274,8.87,-1.79,2.32,571.85,2.91,1,0.5849,0.0,2.04,915.39,0.5176,6.24,7780.27,-10.0,1,5.65,4.39,0.6003,1.0,0.3216,0.455,Moderate Risk,3.02
T6,ORD39,N6,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2024-01-03 02:05:55,50.616164,25.571274,7.12,0.3,4.45,332.35,5.0,1,0.7219,0.2882,2.56,107.5,0.2758,4.64,1208.99,4.36,1,3.71,1.82,0.5355,1.0,0.1357,0.1993,Low Risk,-1.73
T6,ORD39,N6,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2024-01-03 02:05:55,50.616164,25.571274,11.11,0.93,3.01,464.65,3.2,0,0.6693,0.6897,3.53,587.04,0.3117,8.72,1481.41,-10.0,1,2.7,1.21,0.147,1.0,0.3869,0.428,Low Risk,2.06
T14,,N9,NodeType.INSPECTION,END_SERVICE,IDLE,2024-01-03 02:09:31,50.819308,17.39013,15.72,0.85,3.76,528.84,3.95,1,0.7267,0.4103,3.85,771.65,0.3203,6.28,8626.01,-10.0,1,2.46,2.55,1.0,0.9086,0.4971,0.3774,Low Risk,3.61
T14,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-03 02:09:31,50.819308,17.39013,15.43,1.56,2.28,314.39,2.59,0,0.5438,0.9747,3.47,246.3,0.3136,8.7,3916.0,-10.0,1,6.89,1.17,0.2028,0.956,0.675,0.5825,Moderate Risk,3.64
T13,,N11,NodeType.HUB,END_SERVICE,IDLE,2024-01-03 02:15:19,47.588496,22.556025,13.06,0.05,4.56,353.57,4.61,1,0.8832,0.0,3.85,861.61,0.4204,3.8,9676.48,-10.0,1,1.98,1.55,0.4288,1.0,0.1785,0.1502,Low Risk,1.26
T13,,N11,NodeType.HUB,DEPART_NODE,IDLE,2024-01-03 02:15:19,47.588496,22.556025,12.88,-1.35,3.01,486.25,2.25,1,0.8326,0.2018,4.53,154.83,0.5733,4.71,6914.0,-10.0,1,1.78,1.15,0.437,1.0,0.1953,0.3211,Low Risk,1.81
T2,,N15,NodeType.INSPECTION,ARRIVAL_NODE,IDLE,2024-01-03 02:21:11,53.208291,23.843122,10.74,-1.7,1.87,347.84,2.33,0,0.6604,0.0,2.48,1221.22,0.3994,8.12,3945.4,-10.0,1,3.74,4.06,0.1455,1.0,0.1935,0.4797,Low Risk,3.38
T17,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-03 02:31:06,49.232675,20.570204,13.39,1.83,2.56,235.75,2.08,1,0.4859,0.8328,7.97,668.23,0.7004,10.66,8943.08,-10.0,0,7.32,3.9,0.5478,0.977,0.7623,0.6824,High Risk,8.02
T15,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-03 02:33:59,50.616164,25.571274,9.62,1.22,3.91,408.01,2.91,0,0.8404,0.4126,3.52,510.2,0.3972,7.41,4934.69,-10.0,1,2.31,0.68,1.0,1.0,0.4066,0.4302,Low Risk,2.46
T20,,N6,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-03 02:49:05,50.616164,25.571274,12.49,-1.22,0.64,365.03,3.82,1,1.0,0.205,3.47,370.5,0.2089,3.43,100.02,-10.0,1,1.08,1.36,0.1917,1.0,0.2693,0.1041,Low Risk,0.48
T20,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-03 02:49:05,50.616164,25.571274,9.21,1.2,1.51,337.43,2.76,1,0.7016,0.4879,0.75,107.5,0.0,8.58,1114.78,-10.0,0,3.51,1.56,0.5772,1.0,0.5443,0.4663,Moderate Risk,5.07
T3,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 02:50:27,49.232675,20.570204,10.61,-1.24,2.67,275.26,2.22,1,0.9499,0.2089,7.82,960.45,1.0,4.86,7648.79,-10.0,0,1.12,1.58,0.0631,1.0,0.1986,0.2604,Low Risk,-0.99
T6,ORD39,N6,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2024-01-03 03:05:55,50.616164,25.571274,12.91,0.35,4.56,288.41,3.01,0,0.8647,0.0773,3.08,107.5,0.0805,1.0,3442.72,-10.0,1,1.77,0.62,0.3662,0.8804,0.044,0.0815,Low Risk,-2.0
T14,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-03 03:09:31,50.819308,17.39013,5.8,-0.06,3.21,402.27,3.46,0,0.7167,0.3684,1.23,257.04,0.0,7.0,7836.85,-10.0,1,2.46,1.35,0.5442,1.0,0.5487,0.432,Moderate Risk,3.18
T13,,N11,NodeType.HUB,DEPART_NODE,IDLE,2024-01-03 03:15:19,47.588496,22.556025,7.1,3.05,3.53,400.2,3.05,0,0.8855,0.77,4.95,602.25,1.0,7.79,4734.83,-7.36,0,5.03,1.57,0.934,0.905,0.5735,0.4058,Moderate Risk,0.69
T4,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-03 03:48:51,49.232675,20.570204,17.79,2.08,4.05,463.72,2.7,0,0.4646,0.5828,9.22,347.72,0.0216,9.57,7208.77,-7.39,0,7.62,4.08,0.3334,0.9954,0.8048,0.7423,High Risk,8.39
T20,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-03 03:49:05,50.616164,25.571274,8.58,0.69,3.16,511.16,3.74,1,0.9286,0.2197,2.22,572.14,1.0,4.42,4222.29,-1.64,1,1.62,1.11,0.0,1.0,0.2204,0.1779,Low Risk,-1.75
T18,,N11,NodeType.HUB,ARRIVAL_NODE,IDLE,2024-01-03 03:53:33,47.588496,22.556025,9.42,-0.56,3.46,286.73,2.6,1,0.7398,0.0,1.12,674.57,0.3359,4.79,10000.0,-9.38,1,4.22,2.97,0.5093,1.0,0.1304,0.3184,Low Risk,2.78
T2,,N15,NodeType.INSPECTION,END_SERVICE,IDLE,2024-01-03 04:17:27,53.208291,23.843122,13.67,-0.63,2.54,270.82,3.9,0,0.7877,0.0,2.54,809.49,0.4498,3.14,7020.56,-10.0,0,1.61,1.66,0.9576,1.0,0.0006,0.1929,Low Risk,0.76
T2,,N15,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-03 04:17:27,53.208291,23.843122,5.72,-1.48,2.88,506.22,2.56,0,0.7881,0.354,1.26,1075.0,0.349,5.93,3717.3,-10.0,1,2.23,1.58,0.1176,1.0,0.2892,0.4394,Low Risk,1.35
T9,,N6,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-03 04:37:25,50.616164,25.571274,5.95,0.05,3.81,379.34,2.43,1,0.549,0.505,3.71,586.21,0.4435,14.07,2322.43,-10.0,0,8.37,3.85,0.643,0.9093,0.6459,0.8176,High Risk,5.76
T18,,N11,NodeType.HUB,END_SERVICE,IDLE,2024-01-03 05:04:20,47.588496,22.556025,5.92,-1.48,3.7,385.58,4.59,1,0.6731,0.0377,2.08,158.05,0.2955,9.81,100.02,-10.0,1,1.43,1.69,0.0,1.0,0.3937,0.4567,Low Risk,4.2
T18,,N11,NodeType.HUB,DEPART_NODE,IDLE,2024-01-03 05:04:20,47.588496,22.556025,8.89,2.88,3.41,407.0,2.32,0,0.6623,0.9546,4.12,984.77,0.5358,9.44,6349.45,-10.0,1,6.03,1.51,0.3691,0.8924,0.6007,0.5778,Moderate Risk,5.26
T2,,N15,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-03 05:17:27,53.208291,23.843122,5.75,1.16,3.01,449.13,2.62,0,0.9062,0.4465,3.05,297.75,0.1354,4.95,3829.27,-10.0,0,3.32,1.3,0.8375,0.8885,0.2636,0.2859,Low Risk,0.68
T12,,N6,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-03 05:47:11,50.616164,25.571274,18.44,0.32,3.96,324.25,5.0,0,0.84,0.0,1.48,402.36,0.0,3.25,7090.4,-10.0,1,1.2,1.21,0.218,0.9931,0.0006,0.1717,Low Risk,0.05
T12,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-03 05:47:11,50.616164,25.571274,5.09,-0.61,0.36,330.09,2.69,1,0.9144,0.3091,4.51,472.64,0.9854,3.04,726.21,-10.0,1,1.96,0.61,0.8009,1.0,0.3369,0.301,Low Risk,0.21
T18,,N11,NodeType.HUB,DEPART_NODE,IDLE,2024-01-03 06:04:20,47.588496,22.556025,6.34,1.28,1.04,457.36,3.24,1,0.6223,0.8899,1.79,407.38,0.9376,9.79,2719.69,-10.0,1,4.05,1.57,0.6383,1.0,0.5625,0.574,Moderate Risk,6.57
T17,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-03 06:12:02,49.232675,20.570204,7.52,0.68,2.55,289.07,4.95,1,0.9281,0.3893,8.13,107.5,0.3511,2.17,10000.0,-10.0,1,1.28,1.18,0.8618,0.8475,0.1887,0.1615,Low Risk,1.18
T17,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 06:12:02,49.232675,20.570204,8.95,0.48,2.99,314.15,3.32,0,0.824,0.3693,8.01,632.39,0.3618,2.98,7110.11,-10.0,1,1.28,1.85,0.0,0.9507,0.2738,0.1173,Low Risk,0.92
T4,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-03 06:29:01,49.232675,20.570204,15.08,3.01,4.51,429.85,4.68,0,0.6379,1.0,8.59,466.59,0.8664,6.14,7987.43,-10.0,1,6.05,1.36,1.0,1.0,0.6732,0.4645,Moderate Risk,5.89
T4,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 06:29:01,49.232675,20.570204,6.56,3.66,3.54,206.18,2.63,1,0.3508,1.0,7.87,563.99,0.7229,10.28,7104.87,-4.57,1,6.51,1.71,0.7416,1.0,0.7826,0.7476,High Risk,8.87
T7,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-03 06:39:43,49.232675,20.570204,5.53,0.34,2.11,699.89,3.62,1,0.6173,0.439,9.98,160.31,0.1975,8.42,100.02,-10.0,1,4.84,3.9,0.2234,1.0,0.491,0.5222,Moderate Risk,6.68
T15,,N5,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-03 06:41:38,50.449855,28.027718,5.58,1.1,2.34,592.08,3.2,1,0.5434,0.7237,4.07,130.0,0.6527,12.47,8006.01,-10.0,0,8.82,4.6,0.0,0.9947,0.6839,0.8196,High Risk,6.16
T12,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-03 06:47:11,50.616164,25.571274,5.99,-0.16,3.96,566.92,2.72,1,0.942,0.1109,4.51,131.3,0.2818,3.42,7615.22,-10.0,1,1.97,1.6,0.1212,0.8485,0.0631,0.1174,Low Risk,-2.0
T17,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 07:12:02,49.232675,20.570204,27.81,3.8,8.02,439.72,2.43,0,0.5769,0.6318,8.35,752.92,0.5558,8.74,2535.01,-10.0,1,4.74,1.8,0.7346,1.0,0.543,0.5942,Moderate Risk,3.71
T13,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-03 07:22:38,49.232675,20.570204,9.43,3.64,10.0,553.02,3.63,0,0.2184,0.7326,8.84,875.27,0.338,13.63,5930.36,-10.0,0,8.65,4.02,0.2595,0.8201,0.7131,0.9588,High Risk,10.2
T4,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 07:29:01,49.232675,20.570204,7.5,4.42,10.0,604.26,2.1,0,0.4558,0.7405,10.0,627.06,0.4314,9.03,6718.87,-0.65,1,5.42,2.11,0.0,1.0,0.6719,0.6906,Moderate Risk,7.21
T11,,N9,NodeType.INSPECTION,ARRIVAL_NODE,IDLE,2024-01-03 07:30:07,50.819308,17.39013,7.62,2.54,10.0,540.58,2.86,1,0.5784,0.2992,3.75,511.86,0.7743,8.96,7608.29,-10.0,1,6.41,4.24,0.7144,0.7938,0.5192,0.6372,Moderate Risk,4.03
T9,,N6,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-03 07:38:07,50.616164,25.571274,10.9,2.03,9.47,489.53,4.78,0,0.9574,0.0,1.63,350.33,1.0,6.7,100.02,-9.61,1,1.78,1.57,1.0,0.981,0.2291,0.4261,Low Risk,4.5
T9,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-03 07:38:07,50.616164,25.571274,14.33,1.84,8.49,207.77,3.09,0,0.802,0.2221,4.85,436.91,0.761,6.8,9069.85,-10.0,1,2.8,1.46,0.0,0.9921,0.2619,0.3616,Low Risk,1.26
T5,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-03 07:46:56,49.232675,20.570204,18.65,5.0,10.0,503.85,2.92,1,0.2636,0.8499,8.24,516.91,1.0,12.5,5516.21,0.37,0,9.83,4.32,0.7619,0.7725,0.8879,1.0,High Risk,12.2
T11,,N9,NodeType.INSPECTION,END_SERVICE,IDLE,2024-01-03 08:30:07,50.819308,17.39013,11.51,4.51,10.0,380.35,4.22,1,0.6145,0.8646,4.3,107.5,0.9806,8.81,3736.25,0.57,1,5.63,2.01,0.5299,0.9766,0.5916,0.6161,Moderate Risk,5.08
T11,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-03 08:30:07,50.819308,17.39013,23.27,1.86,7.33,559.82,2.58,0,0.824,0.3625,4.1,531.16,0.8589,8.54,2313.43,-10.0,1,3.04,1.92,0.273,1.0,0.3641,0.4848,Low Risk,5.83
T9,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-03 08:38:07,50.616164,25.571274,20.79,3.37,9.22,460.71,2.69,1,0.6845,0.6268,3.28,472.15,0.3572,8.58,7596.27,-10.0,1,4.35,1.78,0.2175,1.0,0.645,0.549,Moderate Risk,4.25
T7,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-03 08:40:12,49.232675,20.570204,15.9,4.78,9.14,569.07,5.0,1,0.4886,0.7921,7.77,778.46,0.2441,9.56,8307.08,-10.0,1,6.06,1.25,0.3034,0.9515,0.785,0.5766,Moderate Risk,6.79
T7,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 08:40:12,49.232675,20.570204,16.23,5.0,9.42,519.76,1.63,1,0.7272,0.8181,7.69,962.14,0.8997,9.15,5943.76,-10.0,1,5.55,0.5,0.0,0.9751,0.5538,0.5503,Moderate Risk,3.72
T15,,N5,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-03 08:54:18,50.449855,28.027718,10.69,4.02,9.27,501.19,5.0,1,0.596,0.6747,3.28,130.66,1.0,7.93,7409.63,-10.0,1,6.42,1.67,0.8819,1.0,0.6109,0.5842,Moderate Risk,3.58
T15,,N5,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-03 08:54:18,50.449855,28.027718,15.37,2.82,8.89,612.77,2.48,0,0.7616,0.5856,3.64,809.71,0.7189,5.7,10000.0,-3.04,1,5.33,0.7,0.7655,0.7679,0.544,0.4661,Moderate Risk,2.97
T10,,N14,NodeType.HUB,ARRIVAL_NODE,IDLE,2024-01-03 09:05:42,45.84925,17.968085,9.59,5.0,10.0,213.46,2.99,0,0.0649,0.9361,3.5,163.11,0.0246,12.49,5335.22,-10.0,0,10.0,3.87,0.4867,0.9791,0.7331,0.9409,High Risk,11.41
T11,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-03 09:30:07,50.819308,17.39013,7.37,2.8,9.48,231.34,2.92,0,0.5226,0.4885,0.99,107.5,0.0,8.1,4355.37,-10.0,1,4.87,1.99,1.0,1.0,0.504,0.4147,Moderate Risk,2.29
T19,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-03 09:33:12,49.232675,20.570204,7.5,1.92,10.0,497.52,3.33,1,0.3567,0.3467,9.79,1300.0,0.3106,13.23,4960.55,-8.98,0,7.15,4.38,0.6862,0.9565,0.511,0.8709,Moderate Risk,9.09
T13,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-03 09:34:14,49.232675,20.570204,8.47,1.08,8.06,206.24,4.94,1,0.7249,0.0,8.23,629.0,0.2761,4.18,8905.33,-10.0,1,3.41,0.74,0.0609,1.0,0.2191,0.3274,Low Risk,-0.64
T13,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 09:34:14,49.232675,20.570204,10.58,3.01,10.0,476.04,2.53,1,0.5032,0.6535,9.59,503.74,0.0,8.97,6430.2,-10.0,0,7.28,2.09,0.4494,0.8898,0.7313,0.6618,High Risk,7.54
T7,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 09:40:12,49.232675,20.570204,16.65,3.0,10.0,645.05,1.9,1,0.6005,0.2516,9.0,724.61,0.1408,7.0,100.02,-2.24,1,4.69,0.96,0.5201,0.9954,0.4226,0.503,Moderate Risk,4.73
T15,,N5,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-03 09:54:18,50.449855,28.027718,7.29,2.24,9.15,215.16,2.65,1,0.7133,0.3942,2.56,1075.0,0.3611,7.88,3725.47,-10.0,1,3.37,1.62,0.2626,1.0,0.439,0.511,Moderate Risk,3.28
T20,,N15,NodeType.INSPECTION,ARRIVAL_NODE,IDLE,2024-01-03 09:58:52,53.208291,23.843122,24.38,4.17,9.37,296.94,2.49,1,0.4319,1.0,4.77,458.59,0.9111,14.5,8176.54,-10.0,0,10.0,3.9,0.0132,0.9328,0.9226,0.9805,High Risk,10.25
T10,,N14,NodeType.HUB,END_SERVICE,IDLE,2024-01-03 10:15:46,45.84925,17.968085,7.28,2.05,3.06,634.88,4.3,1,0.7431,0.9715,2.34,530.7,0.807,8.64,7587.77,-8.91,1,4.42,0.5,0.8778,1.0,0.6508,0.5827,Moderate Risk,7.46
T10,,N14,NodeType.HUB,DEPART_NODE,IDLE,2024-01-03 10:15:46,45.84925,17.968085,8.05,2.43,3.74,443.59,3.0,1,0.7107,0.8582,2.19,621.84,0.4221,5.28,8250.26,-10.0,0,7.01,1.78,0.6588,1.0,0.6576,0.3431,Moderate Risk,3.15
T13,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 10:34:14,49.232675,20.570204,12.23,1.27,2.04,355.42,3.23,1,0.8346,0.5386,10.0,556.28,0.5865,5.85,8796.26,-10.0,1,2.02,1.15,0.1144,0.9779,0.3201,0.3382,Low Risk,1.65
T19,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-03 10:36:42,49.232675,20.570204,6.63,-1.7,1.55,384.34,4.37,1,0.6683,0.0,9.13,500.36,0.3006,5.07,7406.65,-10.0,1,3.31,1.23,0.6726,0.8936,0.2076,0.3139,Low Risk,2.01
T19,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 10:36:42,49.232675,20.570204,20.88,-1.02,3.54,437.79,2.28,0,0.9176,0.0,9.4,787.02,0.5783,2.72,3726.84,-10.0,1,1.48,1.8,1.0,1.0,0.0884,0.2105,Low Risk,0.12
T10,,N14,NodeType.HUB,DEPART_NODE,IDLE,2024-01-03 11:15:46,45.84925,17.968085,5.64,-0.36,2.58,600.36,3.39,1,0.9478,0.0,2.44,112.35,0.0816,4.64,3773.47,-10.0,0,1.78,1.21,0.0409,0.9488,0.0923,0.1926,Low Risk,1.44
T17,,N11,NodeType.HUB,ARRIVAL_NODE,IDLE,2024-01-03 11:17:40,47.588496,22.556025,5.55,0.08,2.2,576.88,2.88,1,0.585,0.496,2.38,911.51,0.6608,10.97,3104.86,-10.0,1,6.26,4.21,1.0,0.9719,0.6648,0.7283,Moderate Risk,7.49
T20,,N15,NodeType.INSPECTION,END_SERVICE,IDLE,2024-01-03 11:35:21,53.208291,23.843122,14.34,1.33,2.17,465.04,5.0,1,0.463,1.0,2.9,163.16,0.3872,10.6,4003.45,-10.0,1,5.42,1.91,0.1904,0.9018,0.892,0.6472,Moderate Risk,6.89
T20,,N15,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-03 11:35:21,53.208291,23.843122,15.68,1.08,2.75,313.77,2.63,1,0.5231,0.8929,1.9,565.69,0.5892,10.42,331.1,-6.78,0,4.99,1.47,0.654,1.0,0.5526,0.6745,Moderate Risk,6.12
T19,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 11:36:42,49.232675,20.570204,8.98,0.47,2.38,500.97,2.82,1,0.7475,0.3508,9.59,964.46,0.3513,3.17,4758.37,-8.9,1,2.9,1.67,0.3218,1.0,0.3783,0.2298,Low Risk,2.62
T5,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-03 11:49:04,49.232675,20.570204,5.15,0.42,0.61,267.89,5.0,1,0.6277,0.4775,10.0,107.5,0.0,5.84,218.34,-10.0,1,4.31,1.27,0.5905,1.0,0.416,0.3658,Moderate Risk,1.37
T5,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 11:49:04,49.232675,20.570204,12.27,2.55,4.28,578.88,2.32,1,0.5503,0.9548,6.96,577.66,0.0003,9.26,100.02,-10.0,1,6.22,1.48,0.2302,1.0,0.6528,0.5204,Moderate Risk,4.47
T14,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-03 11:52:02,49.232675,20.570204,12.69,0.76,2.28,340.15,2.51,1,0.6148,0.5591,9.19,831.28,0.7467,7.77,5536.75,-10.0,0,6.26,3.66,0.0,1.0,0.3465,0.6146,Moderate Risk,5.19
T6,ORD39,N2,NodeType.PORT,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2024-01-03 12:11:02,49.232675,20.570204,7.43,-0.3,3.11,341.89,2.53,0,0.6325,0.0603,10.0,329.17,0.6942,6.21,7135.92,-10.0,1,5.08,4.04,0.2413,1.0,0.4529,0.4663,Moderate Risk,3.86
T17,,N11,NodeType.HUB,END_SERVICE,IDLE,2024-01-03 12:17:40,47.588496,22.556025,13.74,1.49,2.06,443.47,4.4,0,0.6855,0.7261,3.64,1075.0,0.6016,7.06,3528.92,-10.0,0,5.23,1.97,0.5708,0.8881,0.5564,0.3965,Moderate Risk,1.01
T17,,N11,NodeType.HUB,DEPART_NODE,IDLE,2024-01-03 12:17:40,47.588496,22.556025,11.64,1.1,3.64,296.43,2.6,1,0.7103,0.5175,2.43,620.28,0.3879,9.8,8138.58,-10.0,1,3.25,1.37,0.2903,0.895,0.5148,0.4954,Moderate Risk,3.88
T20,,N15,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-03 12:35:21,53.208291,23.843122,5.67,0.74,2.67,658.88,2.62,0,0.8445,0.3365,3.24,661.87,0.6783,6.23,6715.33,-4.34,1,2.25,0.54,0.4249,1.0,0.2823,0.2615,Low Risk,0.79
T5,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 12:49:04,49.232675,20.570204,5.78,0.56,3.11,527.83,2.38,1,0.6943,0.2003,8.6,530.48,0.3166,3.86,8692.84,-10.0,1,1.83,1.76,0.6211,0.9789,0.2349,0.2324,Low Risk,0.08
T1,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-03 12:59:56,49.232675,20.570204,8.06,1.19,4.35,357.78,2.39,1,0.847,0.3736,9.67,130.0,1.0,7.17,4194.93,-10.0,0,5.88,4.17,0.0,0.9772,0.3903,0.337,Moderate Risk,3.08
T4,,N11,NodeType.HUB,ARRIVAL_NODE,IDLE,2024-01-03 13:15:05,47.588496,22.556025,7.25,-0.45,2.46,412.08,2.96,0,0.5923,0.3789,3.45,171.75,0.9779,8.41,1452.76,-10.0,1,6.56,3.71,0.4908,1.0,0.4715,0.6678,Moderate Risk,7.89
T17,,N11,NodeType.HUB,DEPART_NODE,IDLE,2024-01-03 13:17:40,47.588496,22.556025,5.85,2.64,3.39,366.32,3.07,1,0.6467,0.8354,2.7,418.93,0.0,9.2,6235.29,-10.0,0,4.54,1.4,0.0,0.8806,0.5775,0.5095,Moderate Risk,2.97
T14,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-03 13:31:09,49.232675,20.570204,6.95,-0.89,3.46,247.73,4.82,1,0.8375,0.153,7.82,457.66,0.3343,1.64,7033.84,-10.0,1,1.97,1.02,0.3548,1.0,0.0718,0.0733,Low Risk,-0.92
T14,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 13:31:09,49.232675,20.570204,13.45,0.53,2.52,414.08,2.51,1,0.7406,0.5225,8.84,389.35,0.2886,5.68,6242.87,-10.0,0,2.32,1.17,0.7345,0.8919,0.1814,0.2975,Low Risk,0.38
T6,ORD39,N2,NodeType.PORT,END_SERVICE,EN_ROUTE_TO_PICKUP,2024-01-03 13:33:54,49.232675,20.570204,12.92,1.71,3.41,451.44,5.0,0,0.8324,0.3215,9.28,922.03,0.7827,7.99,2663.25,-0.72,1,4.2,1.09,0.2785,0.8579,0.3665,0.3628,Low Risk,2.83
T6,ORD39,N2,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_PICKUP,2024-01-03 13:33:54,49.232675,20.570204,5.98,1.92,3.91,495.01,2.63,1,0.6457,0.6557,9.83,340.52,1.0,7.68,2306.91,-10.0,1,4.03,1.49,0.652,0.9667,0.5774,0.4546,Moderate Risk,1.4
T2,,N6,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-03 14:03:25,50.616164,25.571274,7.11,0.21,3.69,364.33,2.5,1,0.5652,0.2433,1.97,130.0,1.0,6.89,8232.92,-10.0,1,4.42,3.43,0.0,1.0,0.4239,0.5441,Moderate Risk,4.09
T15,,N4,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-03 14:06:10,51.931535,25.398253,6.91,1.56,3.65,355.32,3.02,1,0.6224,0.4444,2.11,944.81,0.0,8.39,7938.92,-10.0,1,6.69,4.08,0.7672,0.8876,0.4745,0.5418,Moderate Risk,4.86
T14,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-03 14:31:09,49.232675,20.570204,6.88,1.73,2.61,474.31,3.64,0,0.805,0.5648,8.52,563.1,0.7025,8.45,7757.4,-10.0,1,2.45,1.13,0.5811,0.883,0.4218,0.5139,Low Risk,4.25
